# Bulk.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     35      8      -30.3553      -30.3557      5.28471e-05      2.15208e-13      0      3.7526e-14      
     36      8      -30.6547      -30.655      4.81484e-05      1.94312e-13      0      2.80622e-14      
     37      8      -30.9467      -30.947      3.90558e-05      1.05862e-13      0      1.69726e-14      
     38      8      -31.2317      -31.2319      2.60115e-05      1.41582e-13      0      1.94709e-14      
     39      8      -31.5095      -31.5096      1.32058e-05      2.54901e-13      0      4.26016e-14      
     40      8      -31.7804      -31.7804      5.3508e-07      2.62955e-13      0      3.99416e-14      
     41      8      -32.0445      -32.0445      3.84919e-06      1.91125e-13      0      3.07114e-14      
     42      8      -36.5792      -36.5788      5.88766e-05      3.65247e-14      0      6.29062e-15      
     43      8      -32.3018      -32.3018      5.02773e-06      1.72258e-13      0      2.78863e-14      
     44      8      -32.5525      -32.5524      1.72051e-05      1.72011e-13      0      2.83374e-14      
     45      8      -32.7967      -32.7965      2.94682e-05      2.23419e-13      0      3.37206e-14      
     46      8      -33.0344      -33.0341      3.6806e-05      9.78574e-14      0      1.49939e-14      
     47      8      -33.2658      -33.2655      4.44509e-05      8.89566e-14      0      1.51408e-14      
     48      8      -33.491      -33.4906      4.83431e-05      2.00567e-13      0      3.08176e-14      
     49      8      -33.71      -33.7096      4.86146e-05      8.04724e-14      0      1.26639e-14      
     50      8      -33.923      -33.9225      5.21912e-05      2.2259e-13      0      3.49473e-14      
     51      8      -34.13      -34.1296      4.83079e-05      1.16379e-13      0      1.73071e-14      
     52      8      -34.3312      -34.3308      4.59685e-05      1.06673e-13      0      1.75071e-14      
     53      8      -37.1277      -37.1261      0.000202709      2.97399e-14      0      4.41042e-15      
     54      8      -34.5266      -34.5263      4.0976e-05      9.52042e-14      0      1.63348e-14      
     55      8      -34.7164      -34.7161      3.71305e-05      1.04887e-13      0      1.39944e-14      
     56      8      -34.9006      -34.9004      3.13808e-05      9.39835e-14      0      1.45715e-14      
     57      8      -35.0794      -35.0792      2.45744e-05      1.31197e-13      0      1.94909e-14      
     58      8      -35.2528      -35.2527      1.67585e-05      1.10828e-13      0      1.83184e-14      
     59      8      -35.4209      -35.4208      1.0037e-05      1.00729e-13      0      1.71222e-14      
     60      8      -35.5838      -35.5838      9.31044e-06      1.20742e-13      0      2.10591e-14      
     61      8      -35.7417      -35.7417      2.15091e-06      1.40927e-13      0      2.45892e-14      
     62      8      -35.8945      -35.8945      7.37271e-06      1.9387e-13      0      3.17093e-14      
     63      8      -36.0424      -36.0425      1.28828e-05      1.03491e-13      0      1.46024e-14      
     64      8      -37.3211      -37.3226      0.000194168      3.40338e-14      0      5.58542e-15      
     65      8      -36.1854      -36.1856      1.89732e-05      1.27751e-13      0      2.14697e-14      
     66      8      -36.3237      -36.3239      2.48202e-05      8.83653e-14      0      1.47147e-14      
     67      8      -36.4573      -36.4575      2.78457e-05      1.05728e-13      0      1.81712e-14      
     68      8      -36.5863      -36.5866      3.19994e-05      6.56228e-14      0      1.12976e-14      
     69      8      -36.7108      -36.711      3.15629e-05      9.07521e-14      0      1.46739e-14      
     70      8      -36.8308      -36.8311      3.43587e-05      1.12105e-13      0      1.79131e-14      
     71      8      -36.9465      -36.9467      3.22748e-05      8.15507e-14      0      1.2671e-14      
     72      8      -37.0578      -37.058      2.97168e-05      1.22912e-13      0      1.87948e-14      
     73      8      -37.1649      -37.1651      2.84895e-05      6.7602e-14      0      1.07807e-14      
     74      8      -37.2679      -37.268      2.1798e-05      9.10827e-14      0      1.52843e-14      
     75      8      -37.2348      -37.2364      0.000201193      3.12341e-14      0      4.85559e-15      
     76      8      -37.3667      -37.3668      1.07977e-05      9.20599e-14      0      1.45807e-14      
     77      8      -37.4615      -37.4616      5.92247e-06      7.66258e-14      0      1.17779e-14      
     78      8      -37.5524      -37.5524      3.89107e-07      1.18921e-13      0      1.55142e-14      
     79      8      -37.6393      -37.6393      7.03294e-06      8.13724e-14      0      1.36879e-14      
     80      8      -37.7224      -37.7223      1.35785e-05      6.41393e-14      0      8.7508e-15      
     81      8      -37.8018      -37.8016      2.20807e-05      9.56151e-14      0      1.23337e-14      
     82      8      -37.8774      -37.8775      1.25315e-05      6.76485e-14      0      1.09737e-14      
     83      8      -37.9493      -37.9493      5.93849e-06      1.17685e-13      0      1.44757e-14      
     84      8      -38.0176      -38.0177      1.5449e-06      9.02482e-14      0      1.4241e-14      
     85      8      -38.0825      -38.0824      1.05901e-06      1.1272e-13      0      1.87037e-14      
     86      8      -36.9275      -36.923      0.000557391      2.81498e-14      0      4.22979e-15      
     87      8      -38.1438      -38.1437      4.85666e-06      1.32406e-13      0      1.84663e-14      
     88      8      -38.2017      -38.2016      6.41336e-06      6.98403e-14      0      9.8693e-15      
     89      8      -38.2562      -38.2561      7.42157e-06      8.25959e-14      0      1.19879e-14      
     90      8      -38.3074      -38.3074      9.02768e-06      6.50356e-14      0      1.09355e-14      
     91      8      -38.3554      -38.3553      1.01991e-05      4.2934e-14      0      6.98143e-15      
     92      8      -38.4002      -38.4001      8.28042e-06      9.84776e-14      0      1.4573e-14      
     93      8      -38.4419      -38.4418      1.05643e-05      5.04952e-14      0      6.97111e-15      
     94      8      -38.4804      -38.4804      6.71837e-06      6.65336e-14      0      9.62244e-15      
     95      8      -38.516      -38.516      7.35916e-06      7.34127e-14      0      1.09078e-14      
     96      8      -38.5486      -38.5486      7.59354e-06      4.79234e-14      0      6.34906e-15      
     97      8      -36.4227      -36.4258      0.000385902      2.84052e-14      0      4.75169e-15      
     98      8      -38.5783      -38.5782      1.12865e-05      1.01148e-13      0      1.37426e-14      
     99      8      -38.6052      -38.6051      9.41503e-06      5.52896e-14      0      9.06363e-15      
     100      8      -38.6292      -38.6291      1.02047e-05      7.3999e-14      0      1.10363e-14      
     101      8      -38.6505      -38.6504      1.46328e-05      6.77195e-14      0      9.23683e-15      
     102      8      -38.6691      -38.669      1.66711e-05      3.99672e-14      0      6.49287e-15      
     103      8      -38.685      -38.6849      1.62393e-05      5.79037e-14      0      8.54923e-15      
     104      8      -38.6984      -38.6983      1.69205e-05      5.01119e-14      0      7.86813e-15      
     105      8      -38.7092      -38.709      1.94979e-05      6.63125e-14      0      1.14735e-14      
     106      8      -38.7175      -38.7174      1.66432e-05      6.20196e-14      0      9.54111e-15      
     107      8      -38.7233      -38.7232      1.79761e-05      5.08138e-14      0      8.54397e-15      
     108      8      -35.7821      -35.7828      7.93992e-05      1.11992e-14      0      1.93958e-15      
     109      8      -38.7267      -38.7266      1.20869e-05      3.47118e-14      0      5.03002e-15      
     110      8      -38.7277      -38.7277      8.06113e-06      6.07104e-14      0      1.01676e-14      
     111      8      -38.7264      -38.7264      3.86468e-06      3.5054e-14      0      5.02015e-15      
     112      8      -38.7228      -38.7228      1.6784e-06      5.37018e-14      0      8.91573e-15      
     113      8      -38.717      -38.7171      1.27137e-05      5.31472e-14      0      7.95102e-15      
     114      8      -38.7089      -38.7091      2.17888e-05      2.63265e-14      0      4.74558e-15      
     115      8      -38.6987      -38.699      3.31304e-05      4.00519e-14      0      6.11129e-15      
     116      8      -38.6864      -38.6867      4.33237e-05      4.04766e-14      0      6.61367e-15      
     117      8      -38.6719      -38.6724      5.54217e-05      3.73619e-14      0      5.63016e-15      
     118      8      -38.6555      -38.656      6.84786e-05      8.04101e-14      0      1.03657e-14      
     119      8      -35.0286      -35.0268      0.000214466      1.16305e-14      0      2.00972e-15      
     120      8      -38.637      -38.6376      7.90697e-05      3.5145e-14      0      5.37137e-15      
     121      8      -38.6166      -38.6173      8.76362e-05      3.84832e-14      0      5.3358e-15      
     122      8      -38.5943      -38.595      9.55208e-05      5.17862e-14      0      6.81173e-15      
     123      8      -38.5701      -38.5709      0.000103622      2.61795e-14      0      4.31825e-15      
     124      8      -38.5441      -38.5448      9.50725e-05      4.22244e-14      0      5.84569e-15      
     125      8      -38.5163      -38.5169      8.18073e-05      2.98975e-14      0      5.39204e-15      
     126      8      -38.4867      -38.4872      6.44878e-05      2.46146e-14      0      3.60477e-15      
     127      8      -38.4555      -38.4558      4.16007e-05      1.68436e-14      0      2.58561e-15      
     128      8      -38.4226      -38.4227      1.45445e-05      5.23048e-15      0      9.37926e-16      
     129      8      -38.388      -38.3879      2.24609e-05      1.09898e-14      0      1.93012e-15      
     130      8      -34.1844      -34.1845      1.68993e-05      1.14455e-14      0      1.90425e-15      
     131      8      -38.352      -38.3514      6.64488e-05      4.25281e-15      0      7.03842e-16      
     132      8      -38.3144      -38.3134      0.000118536      1.56236e-14      0      2.48597e-15      
     133      8      -38.2751      -38.2738      0.000169797      2.03425e-14      0      2.88723e-15      
     134      8      -38.2343      -38.2326      0.000205593      9.74715e-15      0      1.70785e-15      
     135      8      -38.1918      -38.19      0.000225913      9.96534e-15      0      1.73264e-15      
     136      8      -38.1477      -38.1458      0.000236201      6.94203e-15      0      1.20034e-15      
     137      8      -38.1021      -38.1003      0.00023355      9.57151e-15      0      1.54504e-15      
     138      8      -38.055      -38.0533      0.000223451      3.76385e-15      0      6.01471e-16      
     139      8      -38.0065      -38.0049      0.000206906      1.03471e-14      0      1.64975e-15      
     140      8      -37.9566      -37.9551      0.00018523      2.87304e-14      0      4.79547e-15      
     141      8      -33.2779      -33.2787      9.92499e-05      8.83454e-15      0      1.48751e-15      
     142      8      -37.9054      -37.9041      0.00015905      9.34842e-15      0      1.68357e-15      
     143      8      -37.8528      -37.8517      0.000132373      9.52878e-15      0      1.60667e-15      
     144      8      -37.7989      -37.7981      0.000100371      9.93398e-15      0      1.75938e-15      
     145      8      -37.7438      -37.7432      7.01884e-05      1.03905e-14      0      1.77158e-15      
     146      8      -37.6875      -37.6872      3.81205e-05      4.76573e-15      0      7.73225e-16      
     147      8      -37.63      -37.6299      8.66437e-06      1.63606e-14      0      2.84191e-15      
     148      8      -37.5714      -37.5716      2.05567e-05      5.26869e-15      0      8.15519e-16      
     149      8      -37.5116      -37.512      4.57044e-05      1.00982e-14      0      1.73265e-15      
     150      8      -37.4508      -37.4514      6.93915e-05      1.94917e-14      0      3.0064e-15      
     151      8      -37.3889      -37.3896      8.76294e-05      8.65385e-15      0      1.45587e-15      
     152      8      -32.3289      -32.3288      1.87333e-05      2.07753e-14      0      2.74897e-15      
     153      8      -37.326      -37.3269      0.000108606      7.89482e-15      0      1.23822e-15      
     154      8      -37.2621      -37.2631      0.000123308      2.71492e-15      0      4.43317e-16      
     155      8      -37.1972      -37.1983      0.000134936      1.45397e-14      0      2.6707e-15      
     156      8      -37.1314      -37.1325      0.00014123      4.32224e-15      0      7.55424e-16      
     157      8      -37.0646      -37.0657      0.000145629      9.13987e-15      0      1.4776e-15      
     158      8      -36.9969      -36.998      0.000143734      3.0054e-15      0      5.13498e-16      
     159      8      -36.9282      -36.9294      0.000140014      1.48257e-14      0      2.4834e-15      
     160      8      -36.8588      -36.8598      0.000135387      6.8503e-15      0      1.12825e-15      
     161      8      -36.7884      -36.7894      0.000124567      8.06725e-15      0      1.4955e-15      
     162      8      -36.7172      -36.7181      0.000112403      2.61436e-14      0      4.06028e-15      
     163      8      -31.3509      -31.3504      6.73828e-05      8.08049e-15      0      1.25274e-15      
     164      8      -36.6452      -36.646      9.79948e-05      5.21729e-15      0      9.48027e-16      
     165      8      -36.5724      -36.5731      8.27409e-05      1.99449e-14      0      3.14782e-15      
     166      8      -36.4988      -36.4993      6.5848e-05      2.97851e-15      0      4.49924e-16      
     167      8      -36.4244      -36.4248      4.75506e-05      1.11318e-14      0      1.72711e-15      
     168      8      -36.3492      -36.3495      2.86712e-05      1.69293e-14      0      2.76097e-15      
     169      8      -36.2734      -36.2734      1.08295e-05      8.76146e-15      0      1.38065e-15      
     170      8      -36.1967      -36.1967      8.11769e-06      8.86976e-15      0      1.37377e-15      
     171      8      -36.1194      -36.1192      2.51214e-05      1.51624e-14      0      2.71064e-15      
     172      8      -36.0414      -36.0411      4.45866e-05      6.03174e-15      0      9.19435e-16      
     173      8      -35.9627      -35.9622      5.93165e-05      4.10025e-15      0      6.39737e-16      
     174      8      -30.3549      -30.3551      2.28458e-05      6.62743e-15      0      1.09788e-15      
     175      8      -35.8834      -35.8828      7.33736e-05      9.72882e-15      0      1.50551e-15      
     176      8      -35.8034      -35.8027      8.44067e-05      2.52516e-15      0      3.94692e-16      
     177      8      -35.7228      -35.722      9.42949e-05      8.19189e-15      0      1.39626e-15      
     178      8      -35.6415      -35.6407      0.000102407      9.74016e-15      0      1.65004e-15      
     179      8      -35.5597      -35.5589      0.000107002      1.69086e-14      0      2.96546e-15      
     180      8      -35.4773      -35.4765      0.000108175      1.47248e-14      0      2.46587e-15      
     181      8      -35.3944      -35.3935      0.000108024      5.3001e-15      0      9.01153e-16      
     182      8      -35.3109      -35.3101      0.000102061      1.64881e-14      0      2.49653e-15      
     183      8      -35.2269      -35.2261      9.56806e-05      3.32383e-15      0      3.82488e-16      
     184      8      -35.1424      -35.1417      8.41052e-05      1.79544e-14      0      2.80376e-15      
     185      8      -29.3534      -29.3539      6.30412e-05      8.61266e-15      0      1.121e-15      
     186      8      -35.0574      -35.0569      7.15624e-05      2.09829e-15      0      3.37276e-16      
     187      8      -34.972      -34.9716      5.64097e-05      1.2251e-14      0      1.8204e-15      
     188      8      -34.8861      -34.8858      3.94437e-05      1.75968e-14      0      3.15455e-15      
     189      8      -34.7998      -34.7996      2.36244e-05      1.01602e-14      0      1.548e-15      
     190      8      -34.7131      -34.7131      4.27102e-06      9.17492e-15      0      1.32707e-15      
     191      8      -34.626      -34.6261      1.50925e-05      2.70927e-15      0      4.42208e-16      
     192      8      -34.5385      -34.5388      3.21584e-05      2.09448e-14      0      3.36361e-15      
     193      8      -34.4507      -34.4511      4.84471e-05      4.12355e-15      0      6.70077e-16      
     194      8      -34.3625      -34.363      6.49828e-05      7.90409e-15      0      1.2989e-15      
     195      8      -34.274      -34.2746      7.91711e-05      1.04795e-14      0      1.63922e-15      
     196      8      -28.3576      -28.3574      2.71565e-05      4.16054e-15      0      6.86253e-16      
     197      8      -34.1852      -34.1859      9.04558e-05      1.16792e-14      0      1.89322e-15      
     198      8      -34.0961      -34.0969      9.96448e-05      8.78988e-15      0      1.33514e-15      
     199      8      -34.0067      -34.0076      0.000105746      1.81661e-14      0      2.47221e-15      
     200      8      -33.9171      -33.9179      0.000111749      3.1239e-14      0      5.34949e-15      
     201      8      -33.8271      -33.828      0.00011298      2.77292e-15      0      4.21154e-16      
     202      8      -33.737      -33.7379      0.00011308      1.35579e-14      0      1.96655e-15      
     203      8      -33.6466      -33.6474      9.80798e-05      2.4155e-15      0      3.73583e-16      
     204      8      -33.556      -33.5566      8.02214e-05      1.31943e-14      0      2.29436e-15      
     205      8      -33.4651      -33.4656      6.28945e-05      1.31111e-14      0      2.24393e-15      
     206      8      -33.3741      -33.3744      4.14335e-05      5.74324e-15      0      9.16259e-16      
     207      8      -27.3733      -27.3727      7.24737e-05      1.28602e-15      0      2.27738e-16      
     208      8      -33.2828      -33.283      2.28204e-05      9.42509e-15      0      1.51668e-15      
     209      8      -33.1913      -33.1913      3.53235e-07      1.98326e-15      0      3.26855e-16      
     210      8      -33.0997      -33.0995      2.17631e-05      1.01214e-14      0      1.6372e-15      
     211      8      -33.0078      -33.0075      3.985e-05      1.77718e-15      0      2.63387e-16      
     212      8      -32.9158      -32.9153      5.9866e-05      2.1346e-14      0      3.82949e-15      
     213      8      -32.8236      -32.823      7.39983e-05      2.0988e-15      0      3.4209e-16      
     214      8      -32.7312      -32.7305      8.72005e-05      1.45633e-14      0      2.29479e-15      
     215      8      -32.6387      -32.6379      9.71792e-05      1.16433e-14      0      2.01187e-15      
     216      8      -32.546      -32.5452      0.000101149      1.04918e-14      0      1.6515e-15      
     217      8      -32.4531      -32.4523      0.000102419      5.52786e-15      0      1.02864e-15      
     218      8      -26.4047      -26.4053      8.09955e-05      1.34038e-15      0      2.4007e-16      
     219      8      -32.3601      -32.3593      9.79958e-05      1.88765e-15      0      2.62618e-16      
     220      8      -32.2669      -32.2662      8.99337e-05      2.33956e-14      0      3.71687e-15      
     221      8      -32.1736      -32.173      7.36756e-05      5.92541e-15      0      9.58977e-16      
     222      8      -32.0802      -32.0798      5.3717e-05      2.85156e-14      0      4.59309e-15      
     223      8      -31.9867      -31.9864      2.9524e-05      1.58783e-14      0      2.77268e-15      
     224      8      -31.8931      -31.893      2.91959e-06      1.33049e-14      0      2.17999e-15      
     225      8      -31.7994      -31.7996      2.47352e-05      1.34781e-14      0      2.09869e-15      
     226      8      -31.7056      -31.7061      5.25819e-05      1.69385e-14      0      2.68112e-15      
     227      8      -31.6119      -31.6125      8.05524e-05      2.18455e-14      0      4.03543e-15      
     228      8      -31.5181      -31.5189      9.96602e-05      3.26181e-15      0      4.96067e-16      
     229      8      -25.4612      -25.461      2.68046e-05      8.00817e-16      0      1.27699e-16      
     230      8      -31.4244      -31.4253      0.000115041      8.46013e-15      0      1.35916e-15      
     231      8      -31.3307      -31.3317      0.00011904      9.49227e-16      0      1.4465e-16      
     232      8      -31.2372      -31.238      0.000110128      1.12173e-14      0      2.08138e-15      
     233      8      -31.1437      -31.1444      8.64896e-05      1.51391e-14      0      2.66365e-15      
     234      8      -31.0503      -31.0507      4.57089e-05      1.33094e-14      0      2.29125e-15      
     235      8      -30.9571      -30.957      1.59355e-05      1.2892e-14      0      2.0753e-15      
     236      8      -30.8641      -30.8633      0.000100149      2.54577e-15      0      3.76189e-16      
     237      8      -30.7713      -30.7697      0.000206324      1.92527e-14      0      3.35838e-15      
     238      8      -6.89943      -6.89948      6.63819e-06      5.39919e-13      0      9.05997e-14      
     239      8      -14.4906      -14.4903      4.47967e-05      1.72938e-13      0      2.74208e-14      
     240      8      -20.5736      -20.5747      0.000134152      2.35907e-13      0      3.64509e-14      
     241      8      -25.3938      -25.3918      0.000244653      1.31492e-13      0      2.12241e-14      
     242      8      -10.1016      -10.1012      4.81561e-05      3.73615e-13      0      5.87159e-14      
     243      8      -10.8251      -10.825      1.29127e-05      2.32656e-13      0      3.72205e-14      
     244      8      -11.5349      -11.535      1.17329e-05      3.86135e-13      0      6.47611e-14      
     245      8      -12.2309      -12.2312      3.0569e-05      2.83518e-13      0      4.70118e-14      
     246      8      -12.9135      -12.9139      4.05095e-05      4.88222e-13      0      7.5758e-14      
     247      8      -13.5829      -13.5833      4.42319e-05      4.12851e-13      0      6.2844e-14      
     248      8      -14.2392      -14.2395      3.44246e-05      3.22703e-13      0      5.58305e-14      
     249      8      -14.8828      -14.8829      2.33965e-05      4.81773e-13      0      8.40429e-14      
     250      8      -29.1406      -29.143      0.000303526      7.25797e-14      0      1.21047e-14      
     251      8      -15.5136      -15.5137      4.75911e-06      2.39884e-13      0      3.91757e-14      
     252      8      -16.132      -16.1319      1.50114e-05      2.71419e-13      0      4.31934e-14      
     253      8      -16.7382      -16.7378      3.99213e-05      2.55386e-13      0      3.73096e-14      
     254      8      -17.3322      -17.3317      5.95745e-05      4.04721e-13      0      7.11423e-14      
     255      8      -17.9142      -17.9136      6.62166e-05      3.15793e-13      0      5.22174e-14      
     256      8      -18.4844      -18.4838      7.09952e-05      4.28266e-13      0      6.7278e-14      
     257      8      -19.043      -19.0424      6.36076e-05      2.09684e-13      0      3.68196e-14      
     258      8      -19.5901      -19.5897      4.29026e-05      3.62585e-13      0      6.34038e-14      
     259      8      -20.1259      -20.1257      1.97151e-05      3.98127e-13      0      6.22622e-14      
     260      8      -20.6507      -20.6508      1.57649e-05      3.09162e-13      0      4.62123e-14      
     261      8      -32.0031      -32.0013      0.000225019      7.29081e-14      0      1.1739e-14      
     262      8      -21.1646      -21.165      5.05635e-05      2.00044e-13      0      3.29965e-14      
     263      8      -21.6678      -21.6685      7.99395e-05      2.00981e-13      0      3.12174e-14      
     264      8      -22.1606      -22.1614      0.000105083      2.47356e-13      0      4.03692e-14      
     265      8      -22.6431      -22.6441      0.000117455      4.15807e-13      0      5.88212e-14      
     266      8      -23.1155      -23.1165      0.000114235      1.72664e-13      0      2.56789e-14      
     267      8      -23.578      -23.5788      9.8926e-05      3.80653e-13      0      6.63559e-14      
     268      8      -24.0308      -24.0313      6.75108e-05      5.16909e-13      0      9.28551e-14      
     269      8      -24.474      -24.4741      2.02517e-05      1.37707e-13      0      2.18774e-14      
# Shear.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     270      8      -17.8012      -17.801      2.98725e-05      34.8664      34.8662      0.00111569      
     271      8      -18.6798      -18.6804      7.49955e-05      31.1085      31.1097      0.000816647      
     272      8      -18.749      -18.7485      6.58063e-05      30.867      30.8711      0.000899523      
     273      8      -18.6607      -18.6605      1.8876e-05      31.3472      31.3484      0.00102212      
     274      8      -17.7221      -17.7223      1.62035e-05      35.4995      35.4991      0.00137047      
     275      8      -18.6129      -18.6128      9.94063e-06      31.4762      31.4763      0.000494391      
     276      8      -18.7802      -18.7793      0.000113571      30.7478      30.752      0.00125222      
     277      8      -18.8015      -18.8011      5.08002e-05      30.7024      30.7042      0.000972925      
     278      8      -18.5859      -18.5862      4.47632e-05      31.539      31.5381      0.000832585      
     279      8      -18.7835      -18.7833      2.74366e-05      30.6838      30.6892      0.000791789      
     280      8      -18.4039      -18.404      1.45151e-05      32.5228      32.5238      0.000566454      
     281      8      -18.7462      -18.7454      9.75949e-05      30.9216      30.9245      0.00123432      
     282      8      -18.7358      -18.7353      5.8705e-05      30.9773      30.9791      0.00112875      
     283      8      -18.8133      -18.8134      1.64029e-05      30.6598      30.6599      0.000342757      
     284      8      -18.4181      -18.418      1.40349e-05      32.3903      32.3877      0.00112888      
     285      8      -18.5343      -18.5341      1.92279e-05      31.8727      31.8716      0.00052237      
     286      8      -18.6678      -18.6683      6.27327e-05      31.1674      31.1686      0.000807663      
     287      8      -18.6065      -18.6067      2.68847e-05      31.6195      31.6208      0.00041556      
     288      8      -18.7895      -18.7886      0.000122702      30.717      30.721      0.0013368      
     289      8      -18.7499      -18.7508      0.00011247      30.7627      30.7644      0.000731417      
     290      8      -17.6967      -17.6965      1.47783e-05      35.609      35.6099      0.00133082      
     291      8      -18.8081      -18.8073      9.05275e-05      30.6595      30.6624      0.0012241      
     292      8      -18.444      -18.444      6.68934e-06      32.2132      32.2105      0.00126933      
     293      8      -18.7538      -18.7546      0.000103495      30.7423      30.7441      0.000700963      
     294      8      -18.797      -18.7963      8.51407e-05      30.7065      30.7091      0.00123489      
     295      8      -18.6032      -18.6032      7.30951e-06      31.522      31.5215      0.000617449      
     296      8      -18.7789      -18.778      0.00011649      30.7673      30.7711      0.00132005      
     297      8      -17.9848      -17.985      3.47132e-05      34.3672      34.3665      0.000839499      
     298      8      -18.371      -18.3704      7.55067e-05      32.4517      32.4473      0.00135985      
     299      8      -17.9279      -17.9284      6.28777e-05      34.3992      34.3999      0.00115622      
     300      8      -18.7079      -18.7086      9.17379e-05      30.9674      30.9685      0.000825146      
     301      8      -18.6199      -18.6201      1.73658e-05      31.44      31.4397      0.000497718      
     302      8      -18.7924      -18.7918      7.54849e-05      30.7337      30.7362      0.00120799      
     303      8      -17.468      -17.4669      0.000137698      36.5709      36.5723      0.00167292      
     304      8      -18.3126      -18.3127      1.68829e-05      32.9324      32.9336      0.000375346      
     305      8      -18.6879      -18.6875      5.34967e-05      31.2013      31.2031      0.00110359      
     306      8      -18.7831      -18.7823      9.5253e-05      30.7535      30.7565      0.00126209      
     307      8      -18.6118      -18.6113      5.93603e-05      31.5417      31.5427      0.000856042      
     308      8      -18.5284      -18.5282      2.37392e-05      31.761      31.7574      0.00108479      
     309      8      -18.7754      -18.7751      4.50014e-05      30.7289      30.734      0.000834951      
     310      8      -18.5753      -18.575      4.16274e-05      31.5407      31.5364      0.00128551      
     311      8      -18.55      -18.5502      1.73555e-05      31.6775      31.6751      0.00100117      
     312      8      -18.3738      -18.3742      4.39499e-05      32.6704      32.6719      0.000348104      
     313      8      -18.7184      -18.7179      6.51593e-05      31.0166      31.0195      0.000811306      
     314      8      -18.5866      -18.5866      4.99525e-06      31.6038      31.6034      0.000579969      
     315      8      -18.7774      -18.7772      2.17363e-05      30.7133      30.7181      0.000710885      
     316      8      -18.7514      -18.7523      0.000107763      30.7539      30.7556      0.000703024      
     317      8      -18.7757      -18.7749      9.87216e-05      30.7528      30.7575      0.00113096      
     318      8      -18.7147      -18.7149      1.79878e-05      30.9044      30.9026      0.000800062      
     319      8      -18.7044      -18.7051      8.89751e-05      30.9978      30.9998      0.000827953      
     320      8      -18.8131      -18.8132      1.40598e-05      30.662      30.6624      0.000145163      
     321      8      -18.7198      -18.7201      3.29398e-05      31.0967      31.097      0.000427621      
